uniqueid,zettaicode,locationna,wancode,prefectuei,watercode,renban,nendo,survey_ym,surveyyear,surveymont,surveyday,saisuipoin,saisuidept,latitude,longitude,dataflag,scale,wtemp,depth,region,year_folder,is_near_anoxic,Season,do_2,salt2,ph2,toc2,tn2,tp2,cod2,nh4n2,no2n2,no3n2,po4p2,chloroph_1,feiochin2,doc2
0000014200,00038441,愛媛県441,04,38,313,441,1989,1989-12-01,1990,2,1,2,9.0,33.83833333,132.6816667,1,-1,11.8,11.0,SIS,1989,False,Winter,8.6,33.21,8.2,0.0,0.128,0.024,1.4,0.01,0.011,0.047,0.017,0.9,0.0,0.0
0000015677,00038441,愛媛県441,04,38,313,441,1990,1990-03-01,1990,5,15,2,9.0,33.83833333,132.6816667,1,-1,15.5,11.0,SIS,1990,False,Other,8.3,33.0,8.2,0.0,0.184,0.026,0.9,0.016,0.005,0.0,0.008,1.4,0.0,0.0
0000015678,00038441,愛媛県441,04,38,313,441,1990,1990-06-01,1990,7,24,2,9.0,33.83833333,132.6816667,1,-1,22.4,11.0,SIS,1990,False,Summer,7.3,32.69,8.2,0.0,0.171,0.02,1.1,0.006,0.0,0.01,0.0,2.4,0.0,0.0
0000015679,00038441,愛媛県441,04,38,313,441,1990,1990-09-01,1990,10,23,2,9.0,33.83833333,132.6816667,1,-1,22.4,11.0,SIS,1990,False,Other,6.9,32.65,8.2,0.0,0.233,0.023,1.0,0.018,0.013,0.043,0.02,1.7,0.0,0.0
0000015680,00038441,愛媛県441,04,38,313,441,1990,1990-12-01,1991,1,23,2,9.0,33.83833333,132.6816667,1,-1,12.0,11.0,SIS,1990,False,Winter,8.7,33.29,8.3,0.0,0.3,0.03,1.2,0.005,0.009,0.052,0.019,0.7,0.0,0.0
0000017157,00038441,愛媛県441,04,38,313,441,1991,1991-03-01,1991,5,21,2,9.0,33.83833333,132.6816667,1,-1,15.8,11.0,SIS,1991,False,Other,8.4,33.06,8.3,0.0,0.154,0.017,0.9,0.016,0.0,0.0,0.0,2.1,0.0,0.0
0000017158,00038441,愛媛県441,04,38,313,441,1991,1991-06-01,1991,7,23,2,9.0,33.83833333,132.6816667,1,-1,21.5,11.0,SIS,1991,False,Summer,7.3,32.53,8.1,0.0,0.19,0.019,1.4,0.006,0.006,0.014,0.0,3.2,0.0,0.0
0000017159,00038441,愛媛県441,04,38,313,441,1991,1991-09-01,1991,10,15,2,16.0,33.83833333,132.6816667,1,-1,22.0,18.0,SIS,1991,False,Other,7.0,32.51,8.1,0.0,0.214,0.026,1.5,0.01,0.008,0.039,0.016,2.0,0.0,0.0
0000017160,00038441,愛媛県441,04,38,313,441,1991,1991-12-01,1992,1,21,2,18.0,33.83833333,132.6816667,1,-1,12.0,20.0,SIS,1991,False,Winter,8.5,33.07,8.2,0.0,0.235,0.03,1.1,0.016,0.006,0.049,0.017,1.0,0.0,0.0
0000018637,00038441,愛媛県441,04,38,313,441,1992,1992-03-01,1992,5,12,2,18.0,33.83833333,132.6816667,1,-1,15.5,23.0,SIS,1992,False,Other,8.3,33.3,8.2,0.0,0.146,0.018,1.3,0.019,0.0,0.009,0.0,1.4,0.0,0.0
0000018638,00038441,愛媛県441,04,38,313,441,1992,1992-06-01,1992,7,21,2,18.0,33.83833333,132.6816667,1,-1,20.8,23.0,SIS,1992,False,Summer,7.1,32.98,8.1,0.0,0.165,0.022,1.2,0.014,0.012,0.029,0.014,1.1,0.0,0.0
0000018639,00038441,愛媛県441,04,38,313,441,1992,1992-09-01,1992,10,20,2,22.0,33.83833333,132.6816667,1,-1,23.0,27.0,SIS,1992,False,Other,6.9,32.71,8.1,0.0,0.266,0.021,1.4,0.0,0.005,0.044,0.021,1.4,0.0,0.0
0000018640,00038441,愛媛県441,04,38,313,441,1992,1992-12-01,1993,1,19,2,23.0,33.83833333,132.6816667,1,-1,12.8,28.0,SIS,1992,False,Winter,8.4,33.39,8.2,0.0,0.192,0.023,1.4,0.014,0.009,0.043,0.017,1.1,0.0,0.0
0000020117,00038441,愛媛県441,04,38,313,441,1993,1993-03-01,1993,5,25,2,25.0,33.83833333,132.6816667,1,-1,15.5,30.0,SIS,1993,False,Other,8.2,33.59,8.1,0.0,0.24,0.018,0.8,0.007,0.0,0.02,0.012,1.1,0.0,0.0
0000020118,00038441,愛媛県441,04,38,313,441,1993,1993-06-01,1993,7,13,2,18.0,33.83833333,132.6816667,1,-1,19.2,23.0,SIS,1993,False,Summer,7.5,32.6,8.1,0.0,0.141,0.017,0.5,0.005,0.014,0.026,0.008,1.5,0.0,0.0
0000020119,00038441,愛媛県441,04,38,313,441,1993,1993-09-01,1993,10,12,2,22.0,33.83833333,132.6816667,1,-1,22.0,27.0,SIS,1993,False,Other,6.9,32.06,8.1,0.0,0.232,0.021,0.0,0.004,0.014,0.065,0.014,1.6,0.0,0.0
0000020120,00038441,愛媛県441,04,38,313,441,1993,1993-12-01,1994,1,20,2,23.0,33.83833333,132.6816667,1,-1,12.9,28.0,SIS,1993,False,Winter,7.5,32.8,8.2,0.0,0.2,0.025,1.0,0.017,0.008,0.049,0.011,1.2,0.0,0.0
0000021597,00038441,愛媛県441,04,38,313,441,1994,1994-03-01,1994,5,17,2,25.0,33.83833333,132.6816667,1,-1,15.8,30.0,SIS,1994,False,Other,8.4,33.25,8.1,0.0,0.195,0.013,0.7,0.0,0.0,0.0,0.0,1.3,0.0,0.0
0000021598,00038441,愛媛県441,04,38,313,441,1994,1994-06-01,1994,7,19,2,20.0,33.83833333,132.6816667,1,-1,22.1,25.0,SIS,1994,False,Summer,7.4,33.1,8.1,0.0,0.134,0.018,1.1,0.0,0.0,0.01,0.0,1.8,0.0,0.0
0000021599,00038441,愛媛県441,04,38,313,441,1994,1994-09-01,1994,10,4,2,22.0,33.83833333,132.6816667,1,-1,24.7,27.0,SIS,1994,False,Other,6.7,33.07,8.1,0.0,0.243,0.011,1.2,0.0,0.0,0.0,0.009,2.5,0.0,0.0
0000021600,00038441,愛媛県441,04,38,313,441,1994,1994-12-01,1995,1,18,2,25.0,33.83833333,132.6816667,1,-1,13.2,30.0,SIS,1994,False,Winter,8.4,33.9,8.3,0.0,0.241,0.022,1.7,0.02,0.004,0.019,0.01,1.0,0.0,0.0
0000023053,00038441,愛媛県441,04,38,313,441,1995,1995-03-01,1995,5,17,2,24.0,33.83833333,132.6816667,1,-1,15.3,29.0,SIS,1995,False,Other,8.6,33.18,8.1,0.0,0.111,0.0,1.3,0.02,0.0,0.007,0.0,0.9,0.0,0.0
0000023054,00038441,愛媛県441,04,38,313,441,1995,1995-06-01,1995,7,18,2,20.0,33.83833333,132.6816667,1,-1,21.0,25.0,SIS,1995,False,Summer,7.4,33.08,8.2,0.0,0.132,0.024,1.5,0.008,0.013,0.009,0.0,1.5,0.0,0.0
0000023055,00038441,愛媛県441,04,38,313,441,1995,1995-09-01,1995,10,3,2,22.0,33.83833333,132.6816667,1,-1,23.8,27.0,SIS,1995,False,Other,6.9,33.12,8.1,0.0,0.292,0.015,1.6,0.01,0.015,0.046,0.011,1.6,0.0,0.0
0000023056,00038441,愛媛県441,04,38,313,441,1995,1995-12-01,1996,1,22,2,25.0,33.83833333,132.6816667,1,-1,11.6,30.0,SIS,1995,False,Winter,9.0,33.6,8.2,0.0,0.215,0.022,1.3,0.024,0.0,0.022,0.009,3.4,0.0,0.0
0000024533,00038441,愛媛県441,04,38,313,441,1996,1996-03-01,1996,5,14,2,24.0,33.83833333,132.6816667,1,-1,14.8,29.0,SIS,1996,False,Other,8.9,33.85,8.2,0.0,0.186,0.018,1.1,0.01,0.0,0.0,0.0,1.2,0.0,0.0
0000024534,00038441,愛媛県441,04,38,313,441,1996,1996-06-01,1996,7,9,2,23.0,33.83833333,132.6816667,1,-1,19.5,28.0,SIS,1996,False,Summer,7.5,33.36,8.2,0.0,0.107,0.009,1.1,0.023,0.0,0.014,0.0,1.4,0.0,0.0
0000024535,00038441,愛媛県441,04,38,313,441,1996,1996-09-01,1996,10,22,2,22.0,33.83833333,132.6816667,1,-1,21.7,27.0,SIS,1996,False,Other,6.9,33.01,8.1,0.0,0.241,0.021,1.2,0.0,0.011,0.025,0.008,1.0,0.0,0.0
0000024536,00038441,愛媛県441,04,38,313,441,1996,1996-12-01,1997,1,31,2,23.0,33.83833333,132.6816667,1,-1,11.2,28.0,SIS,1996,False,Winter,8.7,33.66,8.1,0.0,0.174,0.025,0.9,0.036,0.007,0.04,0.015,1.0,0.0,0.0
0000026013,00038441,愛媛県441,04,38,313,441,1997,1997-03-01,1997,5,21,2,23.0,33.83833333,132.6816667,1,-1,17.3,28.0,SIS,1997,False,Other,8.3,33.19,8.2,0.0,0.159,0.015,1.4,0.007,0.0,0.0,0.0,2.7,0.0,0.0
0000026014,00038441,愛媛県441,04,38,313,441,1997,1997-06-01,1997,7,29,2,22.0,33.83833333,132.6816667,1,-1,21.8,27.0,SIS,1997,False,Summer,7.1,32.58,8.0,0.0,0.339,0.021,1.1,0.023,0.014,0.038,0.01,0.5,0.0,0.0
0000026015,00038441,愛媛県441,04,38,313,441,1997,1997-09-01,1997,10,28,2,22.0,33.83833333,132.6816667,1,-1,21.0,27.0,SIS,1997,False,Other,7.2,32.59,8.2,0.0,0.239,0.018,1.4,0.0,0.011,0.028,0.0,1.4,0.0,0.0
0000026016,00038441,愛媛県441,04,38,313,441,1997,1997-12-01,1998,1,27,2,24.0,33.83833333,132.6816667,1,-1,11.7,29.0,SIS,1997,False,Winter,8.8,32.98,8.3,0.0,0.192,0.018,1.2,0.008,0.009,0.057,0.012,1.4,0.0,0.0
0000027493,00038441,愛媛県441,04,38,313,441,1998,1998-03-01,1998,5,19,2,22.0,33.83833333,132.6816667,1,-1,16.5,27.0,SIS,1998,False,Other,8.2,32.97,8.2,0.0,0.231,0.015,1.3,0.025,0.005,0.015,0.0,2.6,0.0,0.0
0000027494,00038441,愛媛県441,04,38,313,441,1998,1998-06-01,1998,7,22,2,22.0,33.83833333,132.6816667,1,-1,21.4,27.0,SIS,1998,False,Summer,7.3,32.7,8.1,0.0,0.417,0.018,1.5,0.014,0.013,0.03,0.0,1.6,0.0,0.0
0000027495,00038441,愛媛県441,04,38,313,441,1998,1998-09-01,1998,10,22,2,25.0,33.83833333,132.6816667,1,-1,23.0,30.0,SIS,1998,False,Other,6.6,32.57,8.1,0.0,0.273,0.033,1.7,0.0,0.031,0.052,0.016,0.8,0.0,0.0
0000027496,00038441,愛媛県441,04,38,313,441,1998,1998-12-01,1999,1,19,2,25.0,33.83833333,132.6816667,1,-1,12.8,30.0,SIS,1998,False,Winter,8.8,33.41,8.3,0.0,0.12,0.026,1.8,0.007,0.0,0.013,0.0,4.8,0.0,0.0
0000028973,00038441,愛媛県441,04,38,313,441,1999,1999-03-01,1999,5,18,2,24.0,33.83833333,132.6816667,1,-1,16.0,29.0,SIS,1999,False,Other,8.3,33.61,8.2,0.0,0.188,0.015,1.1,0.013,0.0,0.0,0.0,1.2,0.0,0.0
0000028974,00038441,愛媛県441,04,38,313,441,1999,1999-06-01,1999,7,30,2,24.0,33.83833333,132.6816667,1,-1,22.5,29.0,SIS,1999,False,Summer,7.0,32.72,8.2,0.0,0.189,0.016,1.4,0.008,0.012,0.022,0.0,0.9,0.0,0.0
0000028975,00038441,愛媛県441,04,38,313,441,1999,1999-09-01,1999,10,19,2,23.0,33.83833333,132.6816667,1,-1,23.2,28.0,SIS,1999,False,Other,6.6,32.37,8.2,0.0,0.376,0.017,1.4,0.008,0.006,0.065,0.017,1.4,0.0,0.0
0000028976,00038441,愛媛県441,04,38,313,441,1999,1999-12-01,2000,1,19,2,23.0,33.83833333,132.6816667,1,-1,13.0,28.0,SIS,1999,False,Winter,8.4,33.01,8.3,0.0,0.319,0.021,1.6,0.009,0.011,0.055,0.014,1.1,0.0,0.0
0000030453,00038441,愛媛県441,04,38,313,441,2000,2000-03-01,2000,5,16,2,22.4,33.83833333,132.6816667,1,-1,15.6,27.4,SIS,2000,False,Other,8.6,33.4,8.2,0.0,0.127,0.015,1.3,0.005,0.0,0.0,0.0,1.1,0.0,0.0
0000030454,00038441,愛媛県441,04,38,313,441,2000,2000-06-01,2000,7,25,2,23.0,33.83833333,132.6816667,1,-1,22.6,28.0,SIS,2000,False,Summer,7.2,33.06,8.2,0.0,0.189,0.017,1.2,0.0,0.0,0.008,0.0,2.2,0.0,0.0
0000030455,00038441,愛媛県441,04,38,313,441,2000,2000-09-01,2000,10,17,2,25.0,33.83833333,132.6816667,1,-1,22.5,30.0,SIS,2000,False,Other,6.7,33.19,8.1,0.0,0.343,0.029,1.7,0.025,0.017,0.035,0.014,1.9,0.0,0.0
0000030456,00038441,愛媛県441,04,38,313,441,2000,2000-12-01,2001,1,17,2,23.0,33.83833333,132.6816667,1,-1,11.5,28.0,SIS,2000,False,Winter,8.8,33.71,8.3,0.0,0.261,0.024,1.3,0.0,0.006,0.068,0.016,1.2,0.0,0.0
0000031933,00038441,愛媛県441,04,38,313,441,2001,2001-03-01,2001,5,15,2,22.6,33.83833333,132.6816667,1,-1,16.2,27.6,SIS,2001,False,Other,8.4,33.77,8.2,0.0,0.162,0.017,1.3,0.019,0.0,0.009,0.0,0.8,0.0,0.0
0000031934,00038441,愛媛県441,04,38,313,441,2001,2001-06-01,2001,7,17,2,22.0,33.83833333,132.6816667,1,-1,21.0,27.0,SIS,2001,False,Summer,7.4,33.23,8.1,0.0,0.231,0.022,1.2,0.0,0.01,0.008,0.0,2.5,0.0,0.0
0000031935,00038441,愛媛県441,04,38,313,441,2001,2001-09-01,2001,10,16,2,24.0,33.83833333,132.6816667,1,-1,22.2,29.0,SIS,2001,False,Other,7.0,33.15,8.2,0.0,0.176,0.023,1.5,0.004,0.011,0.013,0.009,0.8,0.0,0.0
0000031936,00038441,愛媛県441,04,38,313,441,2001,2001-12-01,2002,1,15,2,24.0,33.83833333,132.6816667,1,-1,13.4,29.0,SIS,2001,False,Winter,8.5,33.71,8.2,0.0,0.151,0.026,1.4,0.004,0.011,0.024,0.009,0.4,0.0,0.0
0000033413,00038441,愛媛県441,04,38,313,441,2002,2002-03-01,2002,5,13,2,29.0,33.83833333,132.6816667,1,-1,16.8,,SIS,2002,False,Other,8.1,33.76,8.1,0.0,0.257,0.019,1.5,0.026,0.007,0.018,0.008,0.9,0.0,0.0
0000033414,00038441,愛媛県441,04,38,313,441,2002,2002-06-01,2002,7,17,2,26.0,33.83833333,132.6816667,1,-1,21.5,,SIS,2002,False,Summer,7.5,33.42,8.0,0.0,0.08,0.007,1.4,0.0,0.0021,0.0016,0.0044,1.7,0.0,0.0
0000033415,00038441,愛媛県441,04,38,313,441,2002,2002-09-01,2002,10,17,2,27.0,33.83833333,132.6816667,1,-1,24.0,,SIS,2002,False,Other,6.3,33.47,8.1,0.0,0.371,0.0514,1.5,0.0106,0.0152,0.0206,0.0122,1.3,0.0,0.0
0000033416,00038441,愛媛県441,04,38,313,441,2002,2002-12-01,2003,1,16,2,27.0,33.83833333,132.6816667,1,-1,12.0,,SIS,2002,False,Winter,5.5,34.33,8.2,0.0,0.174,0.0181,1.5,0.0,0.0039,0.0083,0.0081,2.6,0.0,0.0
0000034894,00038441,愛媛県441,04,38,313,441,2003,2003-03-01,2003,5,12,2,27.0,33.83833333,132.6816667,1,-1,14.0,,SIS,2003,False,Other,8.7,33.79,8.1,0.0,0.24,0.014,1.4,0.0,0.0,0.0,0.0,0.6,0.0,0.0
0000034895,00038441,愛媛県441,04,38,313,441,2003,2003-06-01,2003,7,14,2,28.4,33.83833333,132.6816667,1,-1,21.1,,SIS,2003,False,Summer,7.3,33.09,8.1,0.0,0.173,0.014,1.3,0.008,0.012,0.017,0.0,2.0,0.0,0.0
0000034893,00038441,愛媛県441,04,38,313,441,2003,2003-09-01,2003,10,16,2,28.5,33.83833333,132.6816667,1,-1,22.1,,SIS,2003,False,Other,7.0,32.74,8.1,0.0,0.369,0.042,1.3,0.03,0.0181,0.033,0.0,1.5,0.0,0.0
0000034896,00038441,愛媛県441,04,38,313,441,2003,2003-12-01,2004,1,15,2,26.9,33.83833333,132.6816667,1,-1,13.5,,SIS,2003,False,Winter,8.6,33.38,8.2,0.0,0.152,0.019,1.2,0.0,0.0126,0.024,0.009,0.6,0.0,0.0
0000036374,00038441,愛媛県441,04,38,313,441,2004,2004-03-01,2004,5,17,2,26.0,33.83833333,132.6816667,1,-1,16.2,,SIS,2004,False,Other,8.1,32.98,8.1,0.0,0.063,0.018,1.5,0.026,0.007,0.02,0.0,0.8,0.0,0.0
0000036375,00038441,愛媛県441,04,38,313,441,2004,2004-06-01,2004,7,12,2,27.0,33.83833333,132.6816667,1,-1,22.5,,SIS,2004,False,Summer,7.4,34.11,8.1,0.0,0.189,0.014,1.2,0.0,0.0,0.0,0.0,2.9,0.0,0.0
0000036373,00038441,愛媛県441,04,38,313,441,2004,2004-09-01,2004,10,12,2,25.5,33.83833333,132.6816667,1,-1,24.5,,SIS,2004,False,Other,6.6,32.52,8.1,0.0,0.201,0.023,1.2,0.0,0.014,0.048,0.0,1.6,0.0,0.0
0000036376,00038441,愛媛県441,04,38,313,441,2004,2004-12-01,2005,1,13,2,28.0,33.83833333,132.6816667,1,-1,13.3,,SIS,2004,False,Winter,8.2,32.78,8.2,0.0,0.182,0.022,1.6,0.0,0.016,0.053,0.016,1.5,0.0,0.0
0000037853,00038441,愛媛県441,04,38,313,441,2005,2005-03-01,2005,5,23,2,27.0,33.83833333,132.6816667,1,-1,16.1,28.0,SIS,2005,False,Other,8.0,33.15,8.2,0.0,0.141,0.0183,1.4,0.0,0.00639,0.01875,0.0,1.0,0.0,0.0
0000037854,00038441,愛媛県441,04,38,313,441,2005,2005-06-01,2005,7,25,2,27.0,33.83833333,132.6816667,1,-1,23.0,28.0,SIS,2005,False,Summer,7.1,32.99,8.2,0.0,0.127,0.0204,1.9,0.0,0.00631,0.01254,0.0,2.3,0.0,0.0
0000037855,00038441,愛媛県441,04,38,313,441,2005,2005-09-01,2005,10,24,2,27.3,33.83833333,132.6816667,1,-1,22.0,28.3,SIS,2005,False,Other,6.9,33.03,8.1,0.0,0.213,0.0253,1.1,0.0,0.00635,0.06601,0.017,1.3,0.0,0.0
0000037856,00038441,愛媛県441,04,38,313,441,2005,2005-12-01,2006,1,24,2,28.1,33.83833333,132.6816667,1,-1,11.3,29.1,SIS,2005,False,Winter,8.8,33.73,8.2,0.0,0.242,0.0196,1.5,0.00521,0.01015,0.06195,0.01431,1.1,0.0,0.0
0000039333,00038441,愛媛県441,04,38,313,441,2006,2006-03-01,2006,5,22,2,27.0,33.83833333,132.6816667,1,-1,16.0,28.0,SIS,2006,False,Other,8.3,33.27,8.1,0.0,0.301,0.045,1.5,0.029,0.0,0.016,0.0,0.9,0.0,0.0
0000039334,00038441,愛媛県441,04,38,313,441,2006,2006-06-01,2006,7,24,2,27.0,33.83833333,132.6816667,1,-1,21.0,28.0,SIS,2006,False,Summer,6.9,32.31,8.0,0.0,0.222,0.017,1.5,0.0,0.019,0.038,0.01,1.1,0.0,0.0
0000039335,00038441,愛媛県441,04,38,313,441,2006,2006-09-01,2006,10,25,2,29.0,33.83833333,132.6816667,1,-1,23.0,30.0,SIS,2006,False,Other,7.1,32.18,8.1,0.0,0.277,0.015,1.7,0.0,0.014,0.024,0.011,2.3,0.0,0.0
0000039336,00038441,愛媛県441,04,38,313,441,2006,2006-12-01,2007,1,22,2,30.0,33.83833333,132.6816667,1,-1,14.0,30.8,SIS,2006,False,Winter,8.5,33.17,8.0,0.0,0.276,0.027,1.7,0.006,0.01,0.061,0.016,1.2,0.0,0.0
0000040813,00038441,愛媛県441,04,38,313,441,2007,2007-03-01,2007,5,21,2,28.0,33.83833333,132.6816667,1,-1,18.0,29.0,SIS,2007,False,Other,8.1,33.52,8.3,0.0,0.34,0.016,1.7,0.011,0.0,0.007,0.0,0.4,0.0,0.0
0000040814,00038441,愛媛県441,04,38,313,441,2007,2007-06-01,2007,7,23,2,27.0,33.83833333,132.6816667,1,-1,22.0,28.0,SIS,2007,False,Summer,7.0,32.86,8.3,0.0,0.16,0.016,1.0,0.007,0.009,0.018,0.0,2.7,0.0,0.0
0000040815,00038441,愛媛県441,04,38,313,441,2007,2007-09-01,2007,10,22,2,27.0,33.83833333,132.6816667,1,-1,23.0,28.0,SIS,2007,False,Other,6.6,33.41,8.1,0.0,0.3,0.022,1.3,0.004,0.015,0.032,0.013,1.3,0.0,0.0
0000040816,00038441,愛媛県441,04,38,313,441,2007,2007-12-01,2008,1,22,2,28.0,33.83833333,132.6816667,1,-1,12.0,29.0,SIS,2007,False,Winter,8.5,33.68,8.2,0.0,0.28,0.023,1.2,0.008,0.015,0.038,0.013,0.9,0.0,0.0
0000042277,00038441,愛媛県441,04,38,313,441,2008,2008-03-01,2008,5,19,2,27.5,33.83833333,132.6816667,1,-1,15.5,28.5,SIS,2008,False,Other,8.1,33.93,8.1,0.0,0.2,0.016,1.4,0.0,0.0,0.0,0.0,0.7,0.0,0.0
0000042278,00038441,愛媛県441,04,38,313,441,2008,2008-06-01,2008,7,22,2,10.0,33.83833333,132.6816667,1,-1,22.5,29.0,SIS,2008,False,Summer,7.1,33.25,8.1,0.0,0.16,0.016,1.5,0.0,0.0,0.0,0.0,1.6,0.0,0.0
0000042279,00038441,愛媛県441,04,38,313,441,2008,2008-09-01,2008,10,20,2,28.8,33.83833333,132.6816667,1,-1,24.3,29.8,SIS,2008,False,Other,6.8,33.25,8.1,0.0,0.16,0.021,1.4,0.0,0.012,0.033,0.013,2.2,0.0,0.0
0000042280,00038441,愛媛県441,04,38,313,441,2008,2008-12-01,2009,1,20,2,26.0,33.83833333,132.6816667,1,-1,12.0,27.0,SIS,2008,False,Winter,8.7,33.76,8.2,0.0,0.24,0.018,1.4,0.007,0.006,0.032,0.009,1.2,0.0,0.0
0000043713,00038441,愛媛県441,04,38,313,441,2009,2009-03-01,2009,5,18,2,20.0,33.83833333,132.6816667,1,-1,17.9,21.0,SIS,2009,False,Other,8.0,33.81,8.1,0.0,0.29,0.029,1.6,0.02,0.0,0.0,0.008,0.9,0.0,0.0
0000043714,00038441,愛媛県441,04,38,313,441,2009,2009-06-01,2009,7,22,2,19.0,33.83833333,132.6816667,1,-1,21.8,20.0,SIS,2009,False,Summer,6.9,32.94,8.1,0.0,0.31,0.023,1.8,0.02,0.0,0.0,0.008,1.1,0.0,0.0
0000043715,00038441,愛媛県441,04,38,313,441,2009,2009-09-01,2009,10,19,2,28.0,33.83833333,132.6816667,1,-1,22.3,29.0,SIS,2009,False,Other,7.0,33.19,8.1,0.0,0.24,0.025,1.6,0.01,0.009,0.06,0.015,2.2,0.0,0.0
0000043716,00038441,愛媛県441,04,38,313,441,2009,2009-12-01,2010,1,18,2,29.0,33.83833333,132.6816667,1,-1,12.5,30.0,SIS,2009,False,Winter,8.8,33.71,8.2,0.0,0.17,0.018,1.3,0.02,0.006,0.02,0.009,1.5,0.0,0.0
0000045094,00038441,愛媛県441,04,38,313,441,2010,2010-03-01,2010,5,17,2,26.0,33.83833333,132.6816667,1,-1,15.6,27.0,SIS,2010,False,Other,8.9,33.44,8.1,0.0,0.15,0.015,1.2,0.02,0.0,0.0,0.005,1.5,0.0,0.0
0000045132,00038441,愛媛県441,04,38,313,441,2010,2010-06-01,2010,7,20,2,27.0,33.83833333,132.6816667,1,-1,21.4,28.0,SIS,2010,False,Summer,7.3,32.68,8.0,0.0,0.19,0.014,1.6,0.01,0.015,0.02,0.009,1.1,0.0,0.0
0000045170,00038441,愛媛県441,04,38,313,441,2010,2010-09-01,2010,10,18,2,26.0,33.83833333,132.6816667,1,-1,23.6,27.0,SIS,2010,False,Other,6.6,32.928,8.0,0.0,0.16,0.024,0.9,0.0,0.011,0.03,0.013,1.0,0.0,0.0
0000045208,00038441,愛媛県441,04,38,313,441,2010,2010-12-01,2011,1,19,2,27.0,33.83833333,132.6816667,1,-1,11.5,28.0,SIS,2010,False,Winter,8.9,33.635,8.2,0.0,0.15,0.019,1.5,0.01,0.004,0.02,0.01,2.1,0.0,0.0
0000046454,00038441,愛媛県441,04,38,313,441,2011,2011-03-01,2011,5,16,2,22.0,33.83833333,132.6816667,1,-1,17.0,23.0,SIS,2011,False,Other,8.2,33.951,8.1,0.0,0.11,0.013,1.2,0.02,0.0,0.0,0.007,0.9,0.0,0.0
0000046462,00038441,愛媛県441,04,38,313,441,2011,2011-06-01,2011,7,22,2,24.5,33.83833333,132.6816667,1,-1,22.0,25.5,SIS,2011,False,Summer,7.1,32.846,8.0,0.0,0.11,0.012,1.4,0.0,0.012,0.01,0.009,1.01,0.0,0.0
0000046470,00038441,愛媛県441,04,38,313,441,2011,2011-09-01,2011,10,17,2,25.0,33.83833333,132.6816667,1,-1,23.6,26.0,SIS,2011,False,Other,6.7,32.72,8.1,0.0,0.15,0.021,1.4,0.02,0.019,0.03,0.013,0.3,0.0,0.0
0000046478,00038441,愛媛県441,04,38,313,441,2011,2011-12-01,2012,1,16,2,28.0,33.83833333,132.6816667,1,-1,12.4,29.0,SIS,2011,False,Winter,9.5,33.12,8.2,0.0,0.21,0.025,1.3,0.02,0.01,0.07,0.016,1.1,0.0,0.0
0000047586,00038441,愛媛県441,04,38,313,441,2012,2012-06-01,2012,7,17,2,22.0,33.83833333,132.6816667,1,-1,22.0,23.0,SIS,2012,False,Summer,7.6,32.278,8.0,0.0,0.3,0.045,2.9,0.01,0.007,0.01,0.038,1.8,0.0,0.0
0000047624,00038441,愛媛県441,04,38,313,441,2012,2012-12-01,2013,1,16,2,25.2,33.83833333,132.6816667,1,-1,12.0,26.2,SIS,2012,False,Winter,8.7,32.968,8.2,0.0,0.13,0.0251,1.8,0.018,0.0086,0.04,0.016,1.0,0.0,0.0
0000048866,00038441,愛媛県441,04,38,313,441,2013,2013-03-01,2013,5,13,2,24.0,33.83833333,132.6816667,1,-1,15.0,25.0,SIS,2013,False,Other,8.7,33.352,8.05,0.0,0.25,0.01,1.43,0.01,0.002,0.01,0.005,0.55,0.0,0.0
0000048904,00038441,愛媛県441,04,38,313,441,2013,2013-06-01,2013,7,16,2,19.0,33.83833333,132.6816667,1,-1,22.5,20.0,SIS,2013,False,Summer,7.6,32.91466667,8.01,0.0,0.14,0.013,1.58,0.01,0.007,0.01,0.003,0.86,0.0,0.0
0000048942,00038441,愛媛県441,04,38,313,441,2013,2013-09-01,2013,10,21,2,25.0,33.83833333,132.6816667,1,-1,23.0,26.0,SIS,2013,False,Other,6.9,32.975,8.067,0.0,0.25,0.018,1.7,0.01,0.021,0.04,0.014,0.61,0.0,0.0
0000048980,00038441,愛媛県441,04,38,313,441,2013,2013-12-01,2014,1,14,2,27.0,33.83833333,132.6816667,1,-1,12.1,28.0,SIS,2013,False,Winter,9.1,33.605,8.245,0.0,0.22,0.019,1.51,0.01,0.01,0.06,0.014,1.1,0.0,0.0
0000050302,00038441,愛媛県441,04,38,313,441,2014,2014-03-01,2014,5,15,2,23.3,33.83833333,132.6816667,1,-1,15.2,24.3,SIS,2014,False,Other,8.7,33.437,8.136,0.0,0.19,0.011,1.1,0.01,0.002,0.01,0.006,2.3,0.0,0.0
0000050340,00038441,愛媛県441,04,38,313,441,2014,2014-06-01,2014,7,14,2,23.5,33.83833333,132.6816667,1,-1,21.3,24.5,SIS,2014,False,Summer,8.1,33.693,7.967,0.0,0.17,0.017,2.8,0.01,0.018,0.01,0.009,0.91,0.0,0.0
0000050378,00038441,愛媛県441,04,38,313,441,2014,2014-09-01,2014,10,20,2,14.7,33.83833333,132.6816667,1,-1,22.1,15.7,SIS,2014,False,Other,7.1,33.318,8.06,0.0,0.19,0.021,1.5,0.01,0.018,0.03,0.013,0.5,0.0,0.0
